,Ticker,% Held by Insiders,% Held by Institutions,200-Day Moving Average,5 Year Average Dividend Yield,50-Day Moving Average,52 Week High,52 Week Low,52-Week Change,Avg Vol (10 day),Avg Vol (3 month),Beta (3Y Monthly),Book Value Per Share (mrq),Current Ratio (mrq),Diluted EPS (ttm),Dividend Date,EBITDA,Enterprise Value,Enterprise Value/EBITDA,Enterprise Value/Revenue,Ex-Dividend Date,Fiscal Year Ends,Float,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Forward P/E,Gross Profit (ttm),Last Split Date,Last Split Factor (new per old),Levered Free Cash Flow (ttm),Market Cap (intraday),Most Recent Quarter (mrq),Net Income Avi to Common (ttm),Operating Cash Flow (ttm),Operating Margin (ttm),PEG Ratio (5 yr expected),Payout Ratio,Price/Book (mrq),Price/Sales (ttm),Profit Margin,Quarterly Earnings Growth (yoy),Quarterly Revenue Growth (yoy),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),S&P500 52-Week Change,Shares Outstanding,Shares Short,"Shares Short (Aug 31, 2018)","Shares Short (Nov 15, 2019)",Shares Short (prior month ),"Shares Short (prior month Jul 31, 2018)","Shares Short (prior month Oct 15, 2019)",Short % of Float,"Short % of Float (Aug 31, 2018)","Short % of Float (Nov 15, 2019)",Short % of Shares Outstanding,"Short % of Shares Outstanding (Aug 31, 2018)","Short % of Shares Outstanding (Nov 15, 2019)",Short Ratio,"Short Ratio (Aug 31, 2018)","Short Ratio (Nov 15, 2019)",Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,Trailing P/E,Symbol,Name,Sector
359,XRAY,0.0068000000000000005,1.0172,54.63,0.6,55.53,60.15,34.93,0.49460000000000004,1160000.0,1570000.0,0.96,22.75,2.09,0.71,1.570752e+18,705300000.0,13930000000.0,19.75,3.5,1.569456e+18,1.5462144e+18,221630000.0,0.4,0.0070999999999999995,20.77,2069999999.9999998,1.1531808e+18,1/2,435890000.0,12610000000.0,1.5698016e+18,162400000.0,535700000.00000006,0.09630000000000001,1.76,0.5179,2.49,3.17,0.0408,2.036,0.036000000000000004,0.027999999999999997,0.0317,3980000000.0,17.82,0.12560000000000002,222410000.0,,,4750000.0,,,4220000.0,,,0.023799999999999998,,,0.021400000000000002,,,2.96,226100000.0,1.02,1580000000.0,31.15,0.36,0.0064,79.41,XRAY,Dentsply Sirona,Health Care
360,SYK,0.0792,0.7613,207.73,1.2,207.72,223.45,144.75,0.17809999999999998,1140000.0,1280000.0,0.8,32.9,2.18,9.02,1.57248e+18,4150000000.0000005,83440000000.0,20.1,5.74,1.5695424e+18,1.5462144e+18,329060000.0,2.08,0.0102,22.41,8980000000.0,1.084752e+18,1/2,1840000000.0,75750000000.0,1.5698016e+18,3430000000.0,2500000000.0,0.2331,2.41,0.2306,6.15,5.21,0.23550000000000001,-0.21,0.106,0.087,0.309,14550000000.0,38.91,0.12560000000000002,374370000.0,,,3330000.0,,,3670000.0,,,0.01,,,0.0089,,,2.17,2040000000.0,5.44,8780000000.0,71.29,2.08,0.0102,22.42,SYK,Stryker Corp.,Health Care
361,ZBH,0.0024,0.9181999999999999,131.35,0.8,140.62,147.52,96.99,0.2477,605240.0,943690.0,1.14,58.76,1.17,-0.44,1.57248e+18,2400000000.0,37990000000.0,15.82,4.79,1.5695424e+18,1.5462144e+18,205180000.0,0.96,0.006600000000000001,17.45,5660000000.0,,,1120000000.0,29710000000.0,1.5698016e+18,-90200000.0,1540000000.0,0.1759,3.34,,2.46,3.75,-0.011399999999999999,1.6580000000000001,0.03,0.0351,-0.0076,7930000000.0,38.74,0.12560000000000002,205680000.0,,,1900000.0,,,2150000.0,,,0.009300000000000001,,,0.0092,,,2.0,512500000.0,2.49,8620000000.0,71.3,0.96,0.006600000000000001,,ZBH,Zimmer Biomet Holdings,Health Care
362,A,0.0036,0.8824,72.96,0.94,76.92,82.27,62.0,0.0817,2460000.0,1920000.0,1.36,15.37,1.53,3.37,1.5796512e+18,1180000000.0,25980000000.0,22.04,5.03,1.577664e+18,1.57248e+18,307880000.0,0.72,0.0089,21.2,2810000000.0,1.4149728e+18,1000/1398,782880000.0,24830000000.0,1.57248e+18,1070000000.0000001,1020000000.0,0.18230000000000002,2.59,0.19469999999999998,5.23,4.81,0.2074,-0.005,0.055999999999999994,0.0654,0.2299,5160000000.0,16.44,0.12560000000000002,309000000.0,,,5560000.0,,,4770000.0,,,0.0176,,,0.018000000000000002,,,4.11,1380000000.0,4.47,2410000000.0,50.69,0.66,0.008100000000000001,23.84,A,Agilent Technologies Inc,Health Care
363,ARE,0.0129,1.0161,150.38,2.95,157.56,163.51,109.04,0.2909,807680.0,618170.0,0.72,68.33,3.58,1.09,1.5710976e+18,920960000.0,26670000000.0,28.96,18.14,1.5695424e+18,1.5462144e+18,113660000.0,4.0,0.0246,54.29,953880000.0,1.1458368e+18,1/1,339640000.0,18380000000.0,1.5698016e+18,120310000.0,661820000.0,0.2845,676.3,3.8627,2.34,12.5,0.0925,,0.13699999999999998,0.0168,0.0207,1470000000.0,13.34,0.12560000000000002,115150000.0,,,7590000.0,,,8210000.000000001,,,0.0804,,,0.0659,,,11.83,410680000.0,3.57,7010000000.0,78.19,3.94,0.0242,146.16,ARE,Alexandria Real Estate Equities Inc,Real Estate
364,AMT,0.0021,0.9572,215.76,1.78,215.82,242.0,150.67,0.3124,1370000.0,1750000.0,0.44,11.83,0.49,3.6,1.5712704e+18,4880000000.0,122990000000.0,25.2,15.79,1.569456e+18,1.5462144e+18,441430000.0,3.61,0.0169,46.16,5260000000.0,,,4240000000.0,92830000000.0,1.5698016e+18,1600000000.0,4019999999.9999995,0.3998,2.36,1.0028000000000001,17.71,11.92,0.20579999999999998,0.359,0.094,0.0538,0.2475,7790000000.0,17.63,0.12560000000000002,442940000.0,,,3950000.0,,,3530000.0,,,0.0103,,,0.0089,,,2.24,1350000000.0,3.05,28410000000.0,445.95,3.61,0.0169,58.2,AMT,American Tower Corp A,Real Estate
365,AIV,0.0092,1.018,51.71,3.11,54.01,55.49,42.06,0.1414,838920.0,918790.0,0.51,11.45,0.31,2.29,1.5749856e+18,558280000.0,13200000000.0,23.65,14.52,1.5736896e+18,1.5462144e+18,147390000.0,1.56,0.028999999999999998,327.19,636600000.0,1.5507072e+18,1/1,66500000.0,7790000000.0,1.5698016e+18,338030000.0,372210000.0,0.2048,3.13,0.6809999999999999,4.57,8.57,0.38270000000000004,-0.997,-0.052000000000000005,0.0183,0.1794,909300000.0,6.15,0.12560000000000002,148880000.0,,,2540000.0,,,2940000.0,,,0.025,,,0.0171,,,3.3,58720000.0,0.39,4350000000.0,230.52,1.57,0.0292,22.89,AIV,Apartment Investment & Management,Real Estate
366,BXP,0.0015,0.9979000000000001,131.84,2.34,135.15,140.35,107.84,0.048,404340.0,723630.0,0.88,35.4,3.16,3.35,1.57248e+18,1720000000.0,35450000000.0,20.67,12.14,1.5695424e+18,1.5462144e+18,154300000.0,3.8,0.027400000000000004,37.5,1690000000.0,,,1170000000.0,21160000000.0,1.5698016e+18,518799999.99999994,1200000000.0,0.3602,6.11,1.1343,3.87,7.25,0.1812,-0.09300000000000001,0.08900000000000001,0.0318,0.0816,2920000000.0,18.9,0.12560000000000002,154620000.0,,,2370000.0,,,2740000.0,,,0.02,,,0.015300000000000001,,,3.75,751210000.0,4.86,12260000000.0,153.32,3.8,0.027400000000000004,40.86,BXP,Boston Properties,Real Estate
367,CCI,0.0038,0.9451999999999999,136.14,3.56,135.99,149.47,103.21,0.17550000000000002,2570000.0,2000000.0,0.29,27.22,0.72,1.98,1.5777504e+18,3190000000.0,96840000000.0,30.38,16.59,1.5761088e+18,1.5462144e+18,413790000.0,4.8,0.0359,54.11,3580000000.0,,,217500000.0,54440000000.0,1.5698016e+18,829000000.0,2620000000.0,0.28750000000000003,3.15,2.2727,4.81,9.33,0.16140000000000002,0.659,0.10099999999999999,0.029500000000000002,0.07980000000000001,5840000000.0,14.06,0.12560000000000002,415770000.0,,,5690000.0,,,5180000.0,,,0.0158,,,0.013700000000000002,,,2.71,182000000.0,0.44,23630000000.0,208.62,4.5,0.0337,66.17,CCI,Crown Castle International Corp.,Real Estate
368,DLR,0.0005,1.0315,122.32,3.79,124.93,136.32,100.05,0.0437,1630000.0,1660000.0,0.4,39.97,1.76,1.0,1.5698016e+18,1770000000.0,39250000000.0,22.18,12.24,1.5761088e+18,1.5462144e+18,208550000.0,4.32,0.0357,71.41,1990000000.0,,,160580000.0,24890000000.0,1.5698016e+18,208660000.0,1460000000.0,0.198,5.68,4.25,2.98,7.76,0.092,-0.24100000000000002,0.012,0.0178,0.0288,3210000000.0,15.44,0.12560000000000002,208720000.0,,,20580000.0,,,15280000.0,,,0.13699999999999998,,,0.0986,,,10.91,9420000.0,0.05,11790000000.0,115.27,4.25,0.0351,119.14,DLR,Digital Realty Trust Inc,Real Estate
369,DRE,0.0019,0.9631000000000001,33.1,2.92,34.71,36.04,24.67,0.22030000000000002,2530000.0,2280000.0,0.68,13.53,3.3,1.12,1.5749856e+18,526260000.0,16600000000.000002,31.55,16.24,1.5736032e+18,1.5462144e+18,366740000.0,0.94,0.0267,59.72,603260000.0,8.725536e+17,1/2,579700000.0,12730000000.0,1.5698016e+18,403510000.0,516840000.00000006,0.252,5.48,0.7679,2.56,12.46,0.3972,3.273,0.039,0.02,0.08380000000000001,1020000000.0,2.84,0.12560000000000002,367570000.0,,,5840000.0,,,4730000.0,,,0.022400000000000003,,,0.0159,,,2.46,121230000.0,0.33,2850000000.0,56.85,0.88,0.025,30.9,DRE,Duke Realty Corp,Real Estate
370,EQIX,0.0049,0.9608,535.47,,557.07,609.97,335.29,0.44930000000000003,425920.0,400640.0,0.65,102.74,1.54,5.91,1.5760224e+18,2330000000.0,59200000000.0,25.42,11.03,1.5741216e+18,1.5462144e+18,84830000.0,9.84,0.0174,68.46,2470000000.0,1.0412928e+18,32/1,1460000000.0,46880000000.0,1.5698016e+18,492480000.0,2020000000.0,0.1978,4.31,1.6344999999999998,5.35,8.74,0.09179999999999999,-0.032,0.064,0.0308,0.061900000000000004,5360000000.0,64.68,0.12560000000000002,85280000.0,,,824260.0,,,846450.0,,,0.011200000000000002,,,0.0097,,,2.01,1400000000.0,16.44,12260000000.0,139.93,9.66,0.017,92.99,EQIX,Equinix,Real Estate
371,EQR,0.0188,0.9407,82.25,3.01,86.52,89.55,63.17,0.1839,2040000.0,1570000.0,0.37,27.32,0.11,2.14,1.570752e+18,1720000000.0,41870000000.0,24.39,15.68,1.5695424e+18,1.5462144e+18,365740000.0,2.27,0.0267,56.04,1700000000.0,1.0028448e+18,1/2,1170000000.0,31010000000.0,1.5698016e+18,794710000.0,1410000000.0,0.3362,14.68,1.0528,3.06,11.61,0.2988,0.24300000000000002,0.049,0.027000000000000003,0.0764,2670000000.0,7.22,0.12560000000000002,371350000.0,,,5520000.0,,,5090000.0,,,0.0191,,,0.0149,,,3.75,28780000.0,0.08,9330000000.0,85.54,2.24,0.026400000000000003,39.07,EQR,Equity Residential,Real Estate
372,ESS,0.021800000000000003,0.988,311.29,2.67,320.8,334.17,235.51,0.188,548860.0,335450.0,0.31,94.2,0.83,6.49,1.5710976e+18,995000000.0,26930000000.0,27.07,18.23,1.5695424e+18,1.5462144e+18,64670000.0,7.8,0.025,52.9,1030000000.0,,,539010000.0,20140000000.0,1.5698016e+18,428290000.0,852340000.0,0.34750000000000003,6.52,1.188,3.23,13.63,0.2898,0.227,0.057,0.0252,0.0702,1480000000.0,22.45,0.12560000000000002,66080000.0,,,1280000.0,,,1150000.0,,,0.0268,,,0.0194,,,3.78,74530000.0,1.13,6130000000.0,94.91,7.71,0.024700000000000003,46.94,ESS,"Essex Property Trust, Inc.",Real Estate
373,EXR,0.0313,1.0055,112.36,3.29,109.77,124.46,86.99,0.0932,1120000.0,921250.0,0.16,19.49,1.12,3.17,1.5777504e+18,856290000.0,19190000000.0,22.41,14.85,1.5761952e+18,1.5462144e+18,126030000.0,3.6,0.0339,32.39,909810000.0,,,530280000.0,13550000000.0,1.5698016e+18,408470000.0,693230000.0,0.49369999999999997,5.78,1.1139000000000001,5.37,10.48,0.3166,-0.171,0.095,0.0495,0.155,1290000000.0,10.14,0.12560000000000002,129509999.99999999,,,5090000.0,,,5010000.0,,,0.0567,,,0.0393,,,5.57,65420000.0,0.5,5130000000.0,176.58,3.52,0.0332,33.01,EXR,Extra Space Storage,Real Estate
374,HCP,0.0022,0.9697,33.87,,36.37,37.93,26.58,0.2589,4240000.0,3310000.0,0.19,11.99,1.52,1.72,1.5741216e+18,994780000.0,24770000000.0,24.9,12.98,,1.5462144e+18,493600000.0,,,99.39,1130000000.0,1.4779584e+18,1000/1098,1330000000.0,18140000000.0,1.5698016e+18,830940000.0,844390000.0,0.20940000000000003,99.66,,2.98,9.51,0.43700000000000006,,0.18,0.0184,0.1393,1910000000.0,3.97,0.12560000000000002,491110000.0,,,,,,,,,,,,,,,,124990000.0,0.25,6760000000.0,103.59,1.48,0.0403,20.83,HCP,HCP Inc.,Real Estate
375,HST,0.0125,1.01,17.33,4.41,16.9,20.35,15.51,-0.09609999999999999,6430000.0,7110000.0,1.13,10.44,7.89,1.55,1.5710976e+18,1490000000.0,15750000000.0,10.54,2.86,1.5695424e+18,1.5462144e+18,709460000.0,0.8,0.045700000000000005,22.15,1600000000.0,1.2572928e+18,10000/10215,1110000000.0,12550000000.0,1.5698016e+18,1140000000.0,1270000000.0,0.1502,0.48,0.5161,1.68,2.28,0.2073,0.14300000000000002,-0.03,0.0409,0.1522,5510000000.0,7.49,0.12560000000000002,717180000.0,,,39070000.0,,,43450000.0,,,0.0748,,,0.0545,,,6.19,2029999999.9999998,2.83,5000000000.0,65.46,0.8,0.045700000000000005,11.29,HST,Host Hotels & Resorts,Real Estate
376,IRM,0.009300000000000001,0.9127,31.96,6.18,33.36,37.32,29.28,-0.0525,2890000.0,2330000.0,0.55,5.26,0.66,1.38,1.5779232e+18,1420000000.0,19560000000.0,13.76,4.61,1.5761952e+18,1.5462144e+18,284170000.0,2.47,0.077,26.4,2430000000.0,1.4116896e+18,1000/1082,214520000.0,9170000000.0,1.5698016e+18,396840000.0,959150000.0,0.182,3.88,1.771,6.07,2.16,0.0935,0.635,0.001,0.038,0.2209,4240000000.0,14.8,0.12560000000000002,287140000.0,,,38040000.0,,,36760000.0,,,0.1843,,,0.1325,,,16.86,186780000.0,0.65,10460000000.0,661.94,2.44,0.0761,23.17,IRM,Iron Mountain Incorporated,Real Estate
377,KIM,0.0285,0.8961,19.5,5.08,21.25,21.86,14.29,0.30160000000000003,3680000.0,3800000.0,0.58,11.61,2.93,0.75,1.5790464e+18,709560000.0,14490000000.0,20.42,12.63,1.5777504e+18,1.5462144e+18,401180000.0,1.12,0.0518,27.68,836200000.0,1.1248416e+18,1/2,439550000.0,8880000000.0,1.5698016e+18,314700000.0,604060000.0,0.3889,5.96,1.5135,1.81,7.75,0.3395,-0.161,-0.001,0.025099999999999997,0.0747,1150000000.0,2.73,0.12560000000000002,422230000.0,,,18520000.0,,,18800000.0,,,0.0552,,,0.043899999999999995,,,5.34,141310000.0,0.34,5400000000.0,108.12,1.12,0.0518,28.17,KIM,Kimco Realty,Real Estate
378,MAC,0.0048,1.0423,31.52,4.98,27.7,51.08,25.53,-0.4682,2580000.0,2020000.0,0.74,19.15,0.31,0.57,1.5753312e+18,605460000.0,9360000000.0,15.46,9.47,1.5730848e+18,1.5462144e+18,117180000.0,3.0,0.11140000000000001,69.76,661490000.0,1.2658464e+18,1000/1014,458910000.0,3740000000.0,1.5698016e+18,80530000.0,369130000.0,0.2745,298.24,5.2632,1.38,3.79,0.08259999999999999,-0.374,-0.04,0.0191,0.0278,988460000.0,7.0,0.12560000000000002,141260000.0,,,33760000.0,,,33450000.000000004,,,0.3448,,,0.239,,,17.61,98310000.0,0.69,5450000000.0,187.48,3.0,0.11140000000000001,46.51,MAC,Macerich,Real Estate
379,MAA,0.006999999999999999,0.9519,125.79,3.49,135.76,140.15,91.21,0.3165,584020.0,526930.0,0.31,52.74,0.15,2.3,1.57248e+18,916050000.0,20240000000.0,22.09,12.48,1.570752e+18,1.5462144e+18,113310000.0,3.84,0.0282,54.56,929120000.0,,,658000000.0,15250000000.0,1.5698016e+18,261430000.0,754770000.0,0.2602,8.3,1.6533000000000002,2.53,9.4,0.1636,0.49,0.047,0.0233,0.0434,1620000000.0,14.26,0.12560000000000002,114070000.0,,,1730000.0,,,1720000.0,,,0.0207,,,0.0151,,,3.01,26330000.0,0.23,4520000000.0,72.47,3.8,0.0279,58.21,MAA,Mid-America Apartments,Real Estate
380,PLD,0.0067,0.9751000000000001,83.39,3.03,89.16,92.8,55.21,0.3336,2730000.0,2650000.0,1.01,35.53,2.2,2.8,1.5698016e+18,2400000000.0,72540000000.0,30.22,20.26,1.5688512e+18,1.5462144e+18,629470000.0,2.12,0.0232,59.61,2350000000.0,,,1770000000.0,56860000000.0,1.5698016e+18,1780000000.0,2180000000.0,0.3529,-7.01,0.7314,2.53,15.89,0.49840000000000007,0.3,0.337,0.0203,0.0765,3580000000.0,5.68,0.12560000000000002,631750000.0,,,11990000.0,,,6620000.0,,,0.025,,,0.019,,,3.52,1020000000.0,1.62,11890000000.0,45.85,2.07,0.0226,32.17,PLD,Prologis,Real Estate
381,PSA,0.14730000000000001,0.8245,240.87,3.35,222.92,266.76,193.89,-0.008199999999999999,862560.0,1010000.0,0.08,28.72,1.27,8.46,1.577664e+18,1990000000.0,45750000000.0,23.02,16.04,1.5761088e+18,1.5462144e+18,149250000.0,8.0,0.038,27.08,2080000000.0,,,1450000000.0,36510000000.0,1.5698016e+18,1480000000.0,2060000000.0,0.5217,1.66,0.9456,7.28,12.8,0.6033,0.053,0.033,0.0839,0.19190000000000002,2850000000.0,16.37,0.12560000000000002,174680000.0,,,5160000.0,,,5500000.0,,,0.0417,,,0.029500000000000002,,,4.69,541360000.0,3.1,1890000000.0,20.85,8.0,0.038,24.71,PSA,Public Storage,Real Estate
382,O,0.0023,0.7463,73.94,4.24,78.53,82.17,59.93,0.189,1900000.0,1720000.0,0.04,28.51,2.43,1.27,1.5761952e+18,1310000000.0,32290000000.0,24.67,22.47,1.5749856e+18,1.5462144e+18,325110000.0,2.72,0.0355,49.99,1260000000.0,1.1047104e+18,1/2,860380000.0,24600000000.0,1.5698016e+18,392260000.0,1030000000.0,0.4976,10.8,2.124,2.65,17.13,0.273,0.021,0.107,0.027700000000000002,0.046200000000000005,1440000000.0,4.66,0.12560000000000002,325920000.0,,,11130000.0,,,10650000.0,,,0.0536,,,0.0342,,,6.05,236060000.0,0.72,7190000000.0,77.11,2.7,0.0352,59.35,O,Realty Income Corporation,Real Estate
383,REG,0.0117,1.0106,66.91,3.13,66.68,70.26,55.5,0.015300000000000001,927000.0,893510.0,0.46,37.47,1.5,1.65,1.5743808e+18,754520000.0,15010000000.0,19.9,12.74,1.5731712e+18,1.5462144e+18,157070000.0,2.34,0.036000000000000004,41.14,854450000.0,,,523630000.0,10690000000.0,1.5698016e+18,278040000.0,614930000.0,0.35350000000000004,4.58,1.7726,1.7,9.07,0.23600000000000002,-0.18300000000000002,0.016,0.0234,0.0437,1180000000.0,7.01,0.12560000000000002,167560000.0,,,6410000.0,,,6170000.0,,,0.0517,,,0.0382,,,7.37,45920000.0,0.28,4110000000.0000005,64.88,2.31,0.0355,38.63,REG,Regency Centers Corporation,Real Estate
384,SBAC,0.0131,0.9622,238.02,,237.31,270.42,155.19,0.39130000000000004,646580.0,665000.0,0.66,-31.62,0.64,1.17,1.5767136e+18,1290000000.0,38820000000.0,29.99,19.56,1.574208e+18,1.5462144e+18,111600000.0,1.48,0.0062,106.0,1390000000.0,,,749520000.0,26140000000.0,1.5698016e+18,136790000.0,931460000.0,0.3056,2.55,0.3136,,13.17,0.0689,0.34299999999999997,0.086,0.046200000000000005,,1980000000.0,17.55,0.12560000000000002,112600000.0,,,2020000.0,,,1660000.0,,,0.0216,,,0.0179,,,3.2,128780000.0,1.14,12310000000.0,,0.74,0.0031,197.9,SBAC,SBA Communications,Real Estate
385,SPG,0.005,0.9875,156.44,3.92,152.36,191.49,144.52,-0.1912,1330000.0,1430000.0,0.53,8.57,1.04,7.45,1.5749856e+18,4160000000.0,71340000000.0,17.14,12.6,1.5736896e+18,1.5462144e+18,304510000.0,8.4,0.0556,21.14,4620000000.0,1.4013216e+18,1000/1063,1890000000.0,45680000000.0,1.5698016e+18,2300000000.0,3850000000.0,0.4985,2.63,1.1007,17.37,8.07,0.4069,-0.022000000000000002,0.02,0.054400000000000004,0.7203,5660000000.0,18.35,0.12560000000000002,306860000.0,,,11800000.0,,,11540000.0,,,0.0501,,,0.0384,,,8.79,3650000000.0,11.89,27160000000.0,821.35,8.2,0.0542,19.98,SPG,Simon Property Group Inc,Real Estate
386,SLG,0.004,1.0056,82.45,2.92,83.73,97.59,75.46,-0.113,579440.0,717520.0,1.07,67.11,4.34,2.12,1.5710976e+18,666500000.0,14240000000.0,21.37,11.73,1.5695424e+18,1.5462144e+18,79750000.0,3.4,0.0398,68.54,782840000.0,,,458040000.0,6750000000.0,1.5698016e+18,176420000.0,423420000.0,0.3225,-2.68,1.5455,1.26,5.56,0.167,-0.5820000000000001,-0.032,0.0183,0.031000000000000003,1210000000.0,14.61,0.12560000000000002,80110000.0,,,3100000.0,,,2770000.0,,,0.050800000000000005,,,0.038700000000000005,,,3.95,124530000.0,1.55,6300000000.0,97.68,3.4,0.0398,39.77,SLG,SL Green Realty,Real Estate
387,UDR,0.0123,0.9879000000000001,47.21,3.14,48.71,50.61,38.14,0.1216,1550000.0,1640000.0,0.39,10.93,0.2,0.59,1.57248e+18,704580000.0,19470000000.0,27.63,17.4,1.5705792e+18,1.5462144e+18,289650000.0,1.37,0.0285,114.1,717050000.0,7.366464e+17,1/2,641560000.0,13710000000.0,1.5698016e+18,165420000.0,610830000.0,0.20940000000000003,-4.13,14.159,4.28,12.25,0.1514,0.462,0.127,0.0179,0.0463,1120000000.0,4.0,0.12560000000000002,293050000.0,,,5150000.0,,,4790000.0,,,0.0358,,,0.0176,,,2.98,2620000.0,0.01,4070000000.0000005,93.61,1.35,0.0281,79.02,UDR,UDR Inc,Real Estate
388,VTR,0.0037,0.9109,68.22,4.7,63.54,75.4,56.52,-0.083,2190000.0,2150000.0,0.32,28.62,0.6,1.32,1.570752e+18,1840000000.0,34299999999.999996,18.63,9.07,1.5698016e+18,1.5462144e+18,371440000.0,3.17,0.054400000000000004,47.83,2009999999.9999998,1.439856e+18,10000/8757,1150000000.0,21570000000.0,1.5698016e+18,483850000.0,1450000000.0,0.2462,-82.12,2.3657,2.02,5.71,0.128,-0.16399999999999998,0.066,0.0245,0.0451,3780000000.0,10.44,0.12560000000000002,372740000.0,,,6230000.0,,,6550000.0,,,0.0242,,,0.0167,,,2.43,148060000.0,0.4,12300000000.0,111.11,3.17,0.054400000000000004,43.72,VTR,Ventas Inc,Real Estate
389,VNO,0.095,0.9014,64.09,3.15,64.43,72.5,58.6,-0.1061,859900.0,1110000.0,0.99,32.4,4.74,15.73,1.5740352e+18,926530000.0,22470000000.0,24.25,10.86,1.5725664e+18,1.5462144e+18,176470000.0,2.64,0.0409,48.01,1190000000.0,1.500336e+18,1000/1237,941630000.0,12090000000.0,1.5698016e+18,3000000000.0,712570000.0,0.24910000000000002,0.25,0.166,1.96,5.85,1.4772999999999998,0.6509999999999999,-0.10400000000000001,0.018500000000000003,0.4504,2069999999.9999998,10.85,0.12560000000000002,190850000.0,,,2860000.0,,,3180000.0,,,0.0194,,,0.015,,,2.93,1140000000.0,5.97,8080000000.0,94.32,2.61,0.0404,4.03,VNO,Vornado Realty Trust,Real Estate
390,WY,0.0026000000000000003,0.7959,26.52,4.07,29.18,30.28,20.52,0.11359999999999999,2830000.0,3040000.0,1.63,11.54,1.55,-0.21,1.5768e+18,1200000000.0,28590000000.0,23.78,4.3,1.575504e+18,1.5462144e+18,742860000.0,1.36,0.0461,37.94,1880000000.0,1.279584e+18,1/2,313120000.0,21770000000.0,1.5698016e+18,-155000000.0,966000000.0,0.10460000000000001,14.51,,2.53,3.28,-0.0233,-0.612,-0.125,0.025400000000000002,-0.0176,6640000000.0,8.9,0.12560000000000002,745140000.0,,,12340000.0,,,11560000.0,,,0.019,,,0.0166,,,3.83,153000000.0,0.2,6750000000.0,78.52,1.36,0.0461,,WY,Weyerhaeuser Corp.,Real Estate
391,AVB,0.0026000000000000003,0.9498000000000001,210.39,3.0,215.59,222.87,167.01,0.1243,571160.0,660760.0,0.48,77.61,0.79,7.21,1.5710976e+18,1480000000.0,37130000000.0,25.11,16.07,1.577664e+18,1.5462144e+18,138900000.0,6.08,0.028399999999999998,41.57,1520000000.0,1.3575168e+18,9/8,1240000000.0,29500000000.0,1.5698016e+18,1000000000.0,1340000000.0,0.359,15.89,0.8351999999999999,2.72,12.76,0.43450000000000005,0.45299999999999996,0.021,0.0275,0.09460000000000002,2310000000.0,16.67,0.12560000000000002,139660000.0,,,2440000.0,,,3420000.0,,,0.023700000000000002,,,0.0175,,,3.43,246420000.0,1.77,7500000000.0,69.31,6.03,0.0281,29.28,AVB,"AvalonBay Communities, Inc.",Real Estate
392,FRT,0.0084,0.9743,132.72,2.85,134.62,141.35,115.09,-0.012700000000000001,283760.0,407810.0,0.44,30.6,1.8,3.39,1.5790464e+18,584320000.0,13630000000.0,23.33,14.66,1.5777504e+18,1.5462144e+18,74880000.0,4.2,0.0318,39.56,632100000.0,5.000832e+17,2/3,430060000.0,9800000000.0,1.5698016e+18,252090000.0,496280000.0,0.3715,5.76,1.2743,4.24,10.54,0.2807,0.046,0.024,0.0335,0.1017,930010000.0,12.5,0.12560000000000002,75520000.0,,,2380000.0,,,2170000.0,,,0.0437,,,0.0315,,,6.44,162540000.0,2.15,3420000000.0,126.99,4.11,0.0311,38.29,FRT,Federal Realty Investment Trust,Real Estate
393,APA,0.0027,1.0226000000000002,24.62,2.41,22.98,38.12,18.93,-0.38939999999999997,4000000.0,5550000.0,1.87,16.76,1.03,-2.54,1.5743808e+18,3790000000.0,19230000000.0,5.07,3.07,1.571616e+18,1.5462144e+18,374760000.0,1.0,0.0449,488.5,5630000000.0,1.0741248e+18,1/2,155380000.0,7350000000.0,1.5698016e+18,-958000000.0,3130000000.0,0.0882,2.59,,1.17,1.17,-0.1531,,-0.262,0.0159,-0.09,6260000000.0,16.57,0.12560000000000002,376040000.0,,,23650000.0,,,23110000.0,,,0.0839,,,0.0629,,,4.08,163000000.0,0.43,8710000000.0,102.49,1.0,0.0449,,APA,Apache Corporation,Energy
394,COG,0.0169,1.0477,19.96,0.68,17.76,27.65,15.72,-0.3601,10060000.0,7630000.0,0.56,5.43,1.43,1.91,1.573776e+18,1490000000.0,7680000000.0,5.14,3.5,1.572912e+18,1.5462144e+18,400170000.0,0.4,0.025099999999999997,12.5,1390000000.0,1.3765248e+18,1/2,105060000.0,6530000000.0,1.5698016e+18,809170000.0,1500000000.0,0.4864,0.29,0.1693,2.95,2.98,0.3691,-0.261,-0.23800000000000002,0.15460000000000002,0.37570000000000003,2190000000.0,5.19,0.12560000000000002,407920000.0,,,25940000.0,,,26130000.0,,,0.08109999999999999,,,0.0636,,,3.76,82320000.0,0.2,1260000000.0,56.8,0.32,0.0201,8.39,COG,Cabot Oil & Gas,Energy
